Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,pagerank,links
2001-06-01,0.5681588220927393,23.566299790356393,21.327659514992774,0.8487540042723046,8.114213289149295e-05,31.288522012578618,0.012744268565706622,14.144916142557651,0.0001310272536687631,89929
2001-07-01,0.5683908113954678,23.955188679245282,26.74004793835802,0.8396142465740383,8.442670218882582e-05,30.701912997903563,0.013427468723993115,14.438286163522013,0.0001310272536687631,91413
2001-08-01,0.5691037799385261,24.061058700209642,26.62317568029776,0.8401486327415062,8.516184669774564e-05,30.724056603773583,0.014238329177162,14.479166666666666,0.0001310272536687631,91817
2001-09-01,0.5702760962871922,24.258909853249477,44.38433028744333,0.8447389120309986,8.608807434158079e-05,30.653170859538783,0.013387439814510215,14.588312368972746,0.0001310272536687631,92572
2001-10-01,0.5705107538668269,24.13155136268344,23.373346285302667,0.8492760329405972,8.477123606595337e-05,29.76244758909853,0.013503144516534596,14.600235849056604,0.0001310272536687631,92086
2001-11-01,0.5719180628531774,24.493186582809223,27.65143931145908,0.8481737053309727,8.742905946203868e-05,29.327830188679247,0.013894489842655998,14.751310272536688,0.00013102725366876308,93466
2001-12-01,0.5740029160259422,24.733490566037737,30.918379962620747,0.8407888539367295,8.940898584121963e-05,32.057258909853246,0.009544599996975841,14.906970649895179,0.0001310272536687631,94383
2002-01-01,0.572651221150049,24.52410901467505,27.742496092705824,0.8481768671149178,8.758968931129212e-05,34.7747641509434,0.009117010443848283,14.79559748427673,0.0001310272536687631,93584
2002-02-01,0.568710232582321,23.993972746331238,30.066479426986966,0.8466351841034773,8.386925329644841e-05,35.086609014675055,0.01548699748470722,14.556341719077569,0.0001310272536687631,91561
2002-03-01,0.5677100422369861,23.426362683438157,24.257273995758776,0.8465213047064155,7.968127110393662e-05,34.596698113207545,0.015635840181876092,14.21187106918239,0.00013102725366876308,89395
